genome	Completeness	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	Quality_score	Sample	Ambigious_bases	Length_contigs	Length_scaffolds	N50	N_contigs	N_scaffolds	logN50
SRS1993001_vamb_1000	86.12	84.47	0.59	86.12	Neural Network (Specific Model)	11	0.855	22669	307.9444032616753	2907153	0.42	2698		83.17	SRS1993001	4920	2902253	2907153	22669	679	189	10.028753631368524
SRS1993001_vamb_106	72.78	63.68	1.33	72.78	Neural Network (Specific Model)	11	0.864	14967	277.9131227217497	1585394	0.37	1646		66.13	SRS1993001	2374	1583064	1585394	14967	387	154	9.613603056529149
SRS1993001_vamb_110	75.27	89.4	0.0	75.27	Neural Network (Specific Model)	4	0.906	16260	308.4825327510917	466097	0.29	458		75.27	SRS1993001	1882	464257	466097	16260	224	40	9.696463383101802
SRS1993001_vamb_114	92.61	96.42	3.02	92.61	Neural Network (Specific Model)	11	0.872	26997	279.8683914510686	1708933	0.38	1778		77.51	SRS1993001	1510	1707423	1708933	26997	258	107	10.203481027702058
SRS1993001_vamb_1351	60.73	69.73	0.0	60.73	Neural Network (Specific Model)	11	0.88	42041	315.88222511951324	2472651	0.52	2301		60.73	SRS1993001	5579	2467081	2472651	42041	638	81	10.646400611577633
SRS1993001_vamb_139	84.27	91.06	2.51	84.27	Neural Network (Specific Model)	11	0.84	19238	264.7966601178782	1919423	0.44	2036		71.72	SRS1993001	5606	1913883	1919423	19238	708	154	9.86464276871256
SRS1993001_vamb_1632	99.84	99.46	0.96	99.84	Neural Network (Specific Model)	11	0.892	146997	324.2925278219396	2740610	0.42	2516		95.04	SRS1993001	240	2740370	2740610	146997	47	23	11.89816745738936
SRS1993001_vamb_1659	53.51	51.82	0.02	53.51	Neural Network (Specific Model)	11	0.886	20867	360.2480883602379	1433883	0.46	1177		53.41	SRS1993001	2500	1431383	1433883	20867	340	90	9.945924242733383
SRS1993001_vamb_1672	62.77	64.19	0.03	62.77	Neural Network (Specific Model)	11	0.878	62648	359.85915492957747	2353951	0.46	1917		62.620000000000005	SRS1993001	540	2353411	2353951	62648	114	60	11.045287036430771
SRS1993001_vamb_183	99.88	99.26	0.03	99.88	Neural Network (Specific Model)	11	0.885	62966	365.7854511970534	2690662	0.5	2172	 Singleton species	99.72999999999999	SRS1993001	767	2689902	2690662	62966	137	61	11.050350177152948
SRS1993001_vamb_199	85.49	94.2	1.4	85.49	Neural Network (Specific Model)	11	0.877	24933	261.86751095957135	1833758	0.45	2053		78.49	SRS1993001	5920	1827918	1833758	24933	712	128	10.123947506221135
SRS1993001_vamb_200	87.03	92.34	0.2	87.03	Neural Network (Specific Model)	11	0.894	62023	311.7249259415997	2465886	0.42	2363		86.03	SRS1993001	1716	2464176	2465886	62023	222	51	11.035260562977644
SRS1993001_vamb_280	85.82	95.71	2.0	85.82	Neural Network (Specific Model)	11	0.857	28427	331.19189034837234	2025954	0.63	1751		75.82	SRS1993001	1461	2024504	2025954	28427	239	94	10.255094676741612
SRS1993001_vamb_3093	84.41	90.58	0.13	84.41	Neural Network (Specific Model)	11	0.873	125932	347.0090909090909	1834218	0.56	1540		83.75999999999999	SRS1993001	320	1833898	1834218	125932	60	28	11.743497357712894
SRS1993001_vamb_351	77.76	84.01	0.34	77.76	Neural Network (Specific Model)	11	0.867	15586	313.07970604861504	1913953	0.61	1769		76.06	SRS1993001	7119	1906843	1913953	15586	882	171	9.654128354403506
SRS1993001_vamb_394	84.28	90.87	2.67	84.28	Neural Network (Specific Model)	11	0.886	45546	313.2962494732406	2511769	0.41	2373		70.93	SRS1993001	3120	2508689	2511769	45546	403	95	10.726478083244825
SRS1993001_vamb_8	99.87	100.0	0.1	99.87	Neural Network (Specific Model)	11	0.898	73884	306.3756097560976	2302794	0.46	2255		99.37	SRS1993001	0	2302794	2302794	73884	42	42	11.21025157469921
SRS1993001_vamb_988	96.47	96.47	0.77	91.96	Gradient Boost (General Model)	11	0.895	40326	303.47587511825924	2146713	0.34	2114		92.62	SRS1993001	770	2145943	2146713	40326	142	65	10.60475170119802
SRS1993002_vamb_1021	95.25	98.4	0.14	95.25	Neural Network (Specific Model)	11	0.887	82442	356.1098344035147	3560311	0.46	2959		94.55	SRS1993002	1959	3558361	3560311	82442	265	70	11.319850294778051
SRS1993002_vamb_109	97.86	100.0	0.55	97.86	Neural Network (Specific Model)	11	0.897	183521	366.0127970749543	4681503	0.43	3829		95.11	SRS1993002	680	4680823	4681503	183521	102	34	12.120084381345736
SRS1993002_vamb_1284	85.11	84.8	0.7	85.11	Neural Network (Specific Model)	11	0.838	34106	322.8907161803713	2175581	0.67	1885		81.61	SRS1993002	700	2174881	2175581	34106	164	94	10.43722860087286
SRS1993002_vamb_1322	81.09	75.86	0.92	81.09	Neural Network (Specific Model)	11	0.876	46213	344.5717360114777	1643413	0.59	1394		76.49000000000001	SRS1993002	300	1643113	1643413	46213	83	53	10.741016422769802
SRS1993002_vamb_139	79.94	94.43	0.35	79.94	Neural Network (Specific Model)	11	0.849	18984	299.6959682749504	1600011	0.44	1513		78.19	SRS1993002	5230	1594781	1600011	18984	660	137	9.8513517981156
SRS1993002_vamb_1410	70.02	77.43	0.05	70.02	Neural Network (Specific Model)	11	0.89	41964	318.48693586698334	1353693	0.38	1263		69.77	SRS1993002	576	1353123	1353693	41964	101	44	10.644567386851376
SRS1993002_vamb_1525	80.49	77.7	0.49	80.49	Neural Network (Specific Model)	11	0.884	91786	307.9047619047619	1730241	0.41	1659		78.03999999999999	SRS1993002	100	1730141	1730241	91786	47	37	11.42721505953182
SRS1993002_vamb_1543	98.43	97.06	0.09	98.43	Neural Network (Specific Model)	11	0.87	140251	306.6605504587156	1842538	0.47	1744		97.98	SRS1993002	0	1842538	1842538	140251	26	26	11.8511889534843
SRS1993002_vamb_2112	99.99	100.0	0.03	99.99	Neural Network (Specific Model)	11	0.945	152912	303.0431235431236	1645494	0.3	1716		99.83999999999999	SRS1993002	300	1645194	1645494	152912	46	16	11.93761787150596
SRS1993002_vamb_2132	78.82	85.82	0.06	78.82	Neural Network (Specific Model)	11	0.877	113218	349.7041116005874	1627192	0.56	1362		78.52	SRS1993002	330	1626862	1627192	113218	54	21	11.637070442711082
SRS1993002_vamb_2168	92.73	92.29	1.18	92.73	Neural Network (Specific Model)	11	0.874	55787	332.65450643776825	2126390	0.6	1864		86.83	SRS1993002	110	2126280	2126390	55787	71	60	10.92929614631614
SRS1993002_vamb_903	98.54	98.54	0.24	98.54	Neural Network (Specific Model)	11	0.858	121489	350.76075427224515	2077205	0.63	1697		97.34	SRS1993002	220	2076985	2077205	121489	52	30	11.707579002684778
SRS1993003_vamb_1055	85.41	86.06	0.26	85.41	Neural Network (Specific Model)	11	0.851	13230	308.3458614864865	2567636	0.42	2368		84.11	SRS1993003	10228	2557456	2567636	13230	1287	269	9.490242257109
SRS1993003_vamb_1521	99.95	100.0	0.51	99.95	Neural Network (Specific Model)	11	0.871	148242	345.1541547277937	2071020	0.56	1745		97.4	SRS1993003	1820	2069200	2071020	148242	218	36	11.906601352503415
SRS1993003_vamb_1672	73.04	81.71	0.03	73.04	Neural Network (Specific Model)	11	0.879	92049	359.9382988100485	2783133	0.46	2269		72.89	SRS1993003	430	2782703	2783133	92049	81	38	11.43007632294116
SRS1993003_vamb_2547	84.04	93.82	0.23	84.04	Neural Network (Specific Model)	11	0.891	99319	315.8633589811621	4003487	0.51	3769		82.89	SRS1993003	2300	4001187	4003487	99319	302	72	11.50609217110585
SRS1993003_vamb_72	82.72	92.47	1.17	82.72	Neural Network (Specific Model)	11	0.869	8368	307.8901707429626	2299429	0.29	2167	 Singleton species	76.87	SRS1993003	4048	2295439	2299429	8368	751	352	9.032170186304704
SRS1993004_vamb_110	86.48	95.46	0.0	86.48	Neural Network (Specific Model)	4	0.913	55948	335.4655493482309	590021	0.28	537		86.48	SRS1993004	230	589791	590021	55948	39	16	10.932177966899197
SRS1993004_vamb_139	100.0	99.89	7.34	100.0	Neural Network (Specific Model)	11	0.846	168690	303.6448212648946	2346658	0.44	2182		63.3	SRS1993004	1010	2345648	2346658	168690	129	28	12.035817989954356
SRS1993004_vamb_186	99.35	99.03	0.0	99.35	Neural Network (Specific Model)	11	0.878	44330	322.8408751864744	2213355	0.54	2011		99.35	SRS1993004	30	2213325	2213355	44330	71	68	10.6994169277391
SRS1993004_vamb_191	81.23	92.17	0.06	81.23	Neural Network (Specific Model)	11	0.862	20916	311.11880687563195	2137965	0.6	1978		80.93	SRS1993004	3660	2134305	2137965	20916	521	155	9.94826969530802
SRS1993004_vamb_2103	83.39	84.3	0.19	83.39	Gradient Boost (General Model)	11	0.87	28464	316.03699059561126	1736091	0.65	1595	Completeness was re-calibrated based on Completeness model used in all genomes of the species.	82.44	SRS1993004	1684	1734411	1736091	28464	264	96	10.256395409905616
SRS1993004_vamb_437	84.42	83.5	0.22	84.42	Neural Network (Specific Model)	11	0.856	38642	341.8978696741855	1910655	0.63	1596		83.32000000000001	SRS1993004	1930	1908725	1910655	38642	258	65	10.562095046821328
SRS1993004_vamb_442	86.59	86.59	0.67	78.72	Gradient Boost (General Model)	11	0.905	38969	369.4887218045113	1300982	0.35	1064	 Singleton species	83.24000000000001	SRS1993004	433	1300552	1300982	38969	86	43	10.57052173723882
SRS1993004_vamb_575	64.14	65.13	1.77	64.14	Neural Network (Specific Model)	11	0.867	24233	283.7419859265051	1252199	0.47	1279	 Singleton species	55.29	SRS1993004	1926	1250289	1252199	24233	267	76	10.095470619600714
SRS1993004_vamb_577	97.06	97.06	0.85	89.07	Gradient Boost (General Model)	11	0.901	34221	301.4113892979872	2040904	0.34	2037		92.81	SRS1993004	773	2040144	2040904	34221	163	87	10.440594769696007
SRS1993004_vamb_683	99.95	98.32	0.16	99.95	Neural Network (Specific Model)	11	0.888	182340	323.0547742413028	2942858	0.41	2702		99.15	SRS1993004	190	2942668	2942858	182340	44	25	12.113628355138896
SRS1993006_vamb_1574	90.91	84.34	0.15	90.91	Neural Network (Specific Model)	11	0.873	73607	350.0491891891892	2223627	0.6	1850		90.16	SRS1993006	230	2223397	2223627	73607	70	47	11.206495408890074
SRS1993006_vamb_1877	75.02	81.21	0.05	75.02	Neural Network (Specific Model)	11	0.865	34641	349.09321401938854	1620793	0.63	1341		74.77	SRS1993006	563	1620233	1620793	34641	116	60	10.452793230619966
SRS1993006_vamb_1935	68.54	63.64	1.17	68.54	Neural Network (Specific Model)	11	0.864	16917	301.1006006006006	1388405	0.65	1332		62.690000000000005	SRS1993006	2589	1385845	1388405	16917	382	126	9.736074312475292
SRS1993006_vamb_1958	87.92	95.24	1.04	87.92	Neural Network (Specific Model)	11	0.873	54526	353.2189602446483	1982260	0.56	1635		82.72	SRS1993006	1210	1981050	1982260	54526	174	53	10.906432931112562
SRS1993006_vamb_2318	68.58	79.04	0.89	68.58	Neural Network (Specific Model)	11	0.89	27421	361.4725478099938	1974016	0.46	1621		64.13	SRS1993006	1510	1972506	1974016	27421	251	100	10.219064422181424
SRS1993006_vamb_699	89.67	97.78	0.18	89.67	Neural Network (Specific Model)	11	0.837	68559	305.3750778816199	1753905	0.44	1605		88.77	SRS1993006	700	1753205	1753905	68559	107	37	11.135449967400994
SRS1993006_vamb_70	77.99	79.15	1.05	77.99	Neural Network (Specific Model)	11	0.79	7335	276.4344827586207	1669648	0.53	1595	 Singleton species	72.74	SRS1993006	3527	1666238	1669648	7335	609	268	8.900412690577083
SRS1993006_vamb_8	93.22	98.98	0.07	93.22	Neural Network (Specific Model)	11	0.897	117770	308.39130434782606	2179009	0.47	2116		92.87	SRS1993006	200	2178809	2179009	117770	55	35	11.676488848835596
SRS1993058_vamb_106	98.04	86.14	6.45	98.04	Neural Network (Specific Model)	11	0.865	62994	293.80539772727275	2148649	0.37	2112		65.79	SRS1993058	120	2148529	2148649	62994	60	48	11.050794762742996
SRS1993058_vamb_114	93.41	90.81	1.22	93.41	Neural Network (Specific Model)	11	0.876	45933	288.9155884165126	1603763	0.37	1623		87.31	SRS1993058	110	1603653	1603763	45933	56	45	10.734939091973205
SRS1993058_vamb_132	96.21	100.0	0.05	96.21	Neural Network (Specific Model)	11	0.897	60033	304.5985682819383	1845866	0.4	1816		95.96	SRS1993058	591	1845276	1845866	60033	106	47	11.002649690009672
SRS1993058_vamb_139	78.44	85.6	2.98	78.44	Neural Network (Specific Model)	11	0.844	21846	266.94640042038884	1799120	0.44	1903		63.54	SRS1993058	2841	1796310	1799120	21846	424	143	9.991773117403488
SRS1993058_vamb_3382	53.21	54.33	0.28	53.21	Neural Network (Specific Model)	11	0.885	44197	313.6673247778875	1075237	0.39	1013		51.81	SRS1993058	100	1075137	1075237	44197	40	30	10.696412192459125
SRS1993058_vamb_354	99.86	100.0	0.06	99.86	Neural Network (Specific Model)	11	0.898	99812	304.1660516605166	1648687	0.36	1626	 Singleton species	99.56	SRS1993058	30	1648657	1648687	99812	30	27	11.51104369555221
SRS1993058_vamb_521	96.91	100.0	0.1	96.91	Neural Network (Specific Model)	11	0.885	151050	314.38854718981975	5016627	0.58	4715		96.41	SRS1993058	620	5016007	5016627	151050	109	47	11.925366186814818
SRS1993058_vamb_9477	79.21	81.92	0.02	79.21	Neural Network (Specific Model)	11	0.871	258787	344.5617501764291	1678994	0.56	1417		79.11	SRS1993058	200	1678794	1678994	258787	34	14	12.463760608507965
SRS1993062_vamb_114	95.42	92.18	3.47	95.42	Neural Network (Specific Model)	11	0.88	22443	284.2574421168688	1754254	0.38	1814		78.07	SRS1993062	900	1753354	1754254	22443	213	123	10.018734040540515
SRS1993062_vamb_1410	56.99	66.52	0.16	56.99	Neural Network (Specific Model)	11	0.866	28187	303.8056640625	1075588	0.38	1024		56.190000000000005	SRS1993062	4740	1070848	1075588	28187	523	49	10.246616157728504
SRS1993062_vamb_1756	70.7	72.89	0.01	70.7	Neural Network (Specific Model)	11	0.881	45335	353.0590163934426	1466089	0.59	1220		70.65	SRS1993062	400	1465689	1466089	45335	93	53	10.721834640080155
SRS1993062_vamb_56	99.45	100.0	0.9	99.45	Neural Network (Specific Model)	11	0.881	39879	302.9326315789474	1956593	0.5	1900	 Singleton species	94.95	SRS1993062	500	1956093	1956593	39879	118	68	10.593605148535708
SRS1993062_vamb_641	100.0	100.0	0.02	100.0	Neural Network (Specific Model)	11	0.898	125340	304.1421495789995	2047023	0.35	2019		99.9	SRS1993062	420	2046603	2047023	125340	74	32	11.738785323778666
SRS1993062_vamb_685	89.82	88.27	0.03	89.82	Neural Network (Specific Model)	11	0.885	160764	317.63422818791946	1923218	0.4	1788		89.66999999999999	SRS1993062	500	1922718	1923218	160764	76	26	11.987692730064984
SRS1993062_vamb_75	88.13	90.49	0.63	88.13	Neural Network (Specific Model)	11	0.866	9889	285.0534934497817	3613462	0.62	3664		84.97999999999999	SRS1993062	5166	3608372	3613462	9889	1006	497	9.19917830726999
SRS1993062_vamb_753	63.27	52.25	0.18	63.27	Neural Network (Specific Model)	11	0.9	5889	282.8263493127724	2804273	0.57	2983		62.370000000000005	SRS1993062	1792	2802523	2804273	5889	725	550	8.68084148294457
SRS1993066_vamb_106	100.0	100.0	0.53	100.0	Neural Network (Specific Model)	11	0.866	558811	291.42741208295763	2234454	0.37	2218		97.35	SRS1993066	249	2234214	2234454	558811	47	23	13.233566591210566
SRS1993066_vamb_1365	89.47	87.1	0.17	89.47	Neural Network (Specific Model)	11	0.89	95035	321.7802140433307	4148612	0.51	3831		88.62	SRS1993066	1000	4147612	4148612	95035	165	65	11.46200052378494
SRS1993066_vamb_2132	90.13	88.22	0.16	90.13	Neural Network (Specific Model)	11	0.877	94191	356.6515151515151	1848043	0.56	1518		89.33	SRS1993066	310	1847733	1848043	94191	57	26	11.45307991459881
SRS1993066_vamb_336	68.51	61.56	1.36	68.51	Neural Network (Specific Model)	11	0.862	7399	267.9530307006035	3546992	0.52	3811		61.71000000000001	SRS1993066	22885	3524172	3546992	7399	2873	591	8.90910013492555
SRS1993066_vamb_635	83.73	85.09	0.1	83.73	Neural Network (Specific Model)	11	0.885	89749	306.5556938394524	1666511	0.37	1607	 Singleton species	83.23	SRS1993066	1991	1664541	1666511	89749	223	26	11.40477216422717
SRS1993066_vamb_684	55.02	56.24	0.11	55.02	Neural Network (Specific Model)	11	0.878	8016	254.61704119850188	1853395	0.34	2136	 Singleton species	54.470000000000006	SRS1993066	10456	1843285	1853395	8016	1312	301	8.989194823324645
SRS1993066_vamb_75	90.38	90.4	0.05	90.38	Neural Network (Specific Model)	11	0.87	11953	295.9231632080763	3635146	0.62	3566		90.13	SRS1993066	10072	3625216	3635146	11953	1420	427	9.38873757187798
SRS1993078_vamb_114	99.83	99.11	0.65	99.83	Neural Network (Specific Model)	11	0.876	145286	283.7274211099021	1781814	0.37	1838		96.58	SRS1993078	40	1781774	1781814	145286	24	20	11.886459492541787
SRS1993078_vamb_2083	70.95	67.08	0.53	70.95	Neural Network (Specific Model)	11	0.89	60195	315.8553223388306	1418702	0.4	1334		68.3	SRS1993078	650	1418052	1418702	60195	96	31	11.005344571369127
SRS1993078_vamb_751	99.99	98.76	0.02	99.99	Neural Network (Specific Model)	11	0.89	77871	307.2354724608388	2047363	0.4	1979	 Singleton species	99.89	SRS1993078	1554	2045843	2047363	77871	189	37	11.262808890404589
SRS1993092_vamb_114	99.98	100.0	0.15	99.98	Neural Network (Specific Model)	11	0.877	106051	288.96670428893907	1748231	0.37	1772		99.23	SRS1993092	30	1748201	1748231	106051	24	21	11.57167538946275
SRS1993092_vamb_1403	88.18	81.65	0.03	88.18	Neural Network (Specific Model)	11	0.883	120154	316.1301739652069	1786646	0.4	1667		88.03	SRS1993092	420	1786226	1786646	120154	63	21	11.696529532329142
SRS1993092_vamb_750	88.9	92.25	0.0	88.9	Neural Network (Specific Model)	11	0.89	107212	320.8179278821737	4250450	0.51	3938		88.9	SRS1993092	200	4250250	4250450	107212	69	49	11.582563461652498
SRS1993092_vamb_932	73.81	68.84	0.79	73.81	Neural Network (Specific Model)	11	0.913	12530	290.2068164213788	1228416	0.4	1291		69.86	SRS1993092	1784	1226666	1228416	12530	314	139	9.435881047890112
SRS1993106_vamb_106	81.36	68.78	0.49	81.36	Neural Network (Specific Model)	11	0.856	25275	282.4926269797925	1809755	0.37	1831		78.91	SRS1993106	2629	1807205	1809755	25275	366	111	10.137571043888672
SRS1993106_vamb_125	96.24	100.0	0.09	96.24	Neural Network (Specific Model)	11	0.87	82390	295.1345244351025	1933375	0.4	1903		95.78999999999999	SRS1993106	100	1933275	1933375	82390	45	35	11.319219349309636
SRS1993106_vamb_1449	63.27	62.65	0.0	63.27	Neural Network (Specific Model)	11	0.879	52258	347.8339622641509	1256864	0.59	1060		63.27	SRS1993106	30	1256834	1256864	52258	47	44	10.863948268154758
SRS1993106_vamb_1502	87.15	90.11	0.07	87.15	Neural Network (Specific Model)	11	0.877	110414	367.6043219076006	1685244	0.56	1342		86.80000000000001	SRS1993106	40	1685204	1685244	110414	25	21	11.611992216379424
SRS1993106_vamb_1674	84.44	80.45	0.03	84.44	Neural Network (Specific Model)	11	0.885	161626	317.9590008145533	3964758	0.51	3683		84.28999999999999	SRS1993106	910	3963848	3964758	161626	124	33	11.993040303216658
SRS1993106_vamb_199	86.57	90.68	1.24	86.57	Neural Network (Specific Model)	11	0.874	44283	269.6883950617284	1868809	0.45	2025		80.36999999999999	SRS1993106	9107	1859909	1868809	44283	977	87	10.698356135205106
SRS1993106_vamb_388	99.25	98.71	0.58	99.25	Neural Network (Specific Model)	11	0.916	37606	278.4411597498579	1598116	0.31	1759		96.35	SRS1993106	3917	1594266	1598116	37606	463	78	10.53491889111542
SRS1993106_vamb_432	72.69	90.01	2.45	72.69	Neural Network (Specific Model)	11	0.874	24588	252.62002412545235	1431345	0.44	1658	 Singleton species	60.44	SRS1993106	9458	1422115	1431345	24588	1016	93	10.1100137980269
SRS1993106_vamb_748	99.92	100.0	5.16	99.92	Neural Network (Specific Model)	11	0.881	110229	289.76538849646823	1952756	0.37	1982		74.12	SRS1993106	100	1952656	1952756	110229	60	50	11.610315298975722
SRS1993108_vamb_1543	84.95	98.34	0.08	84.95	Neural Network (Specific Model)	11	0.871	87819	306.48544891640864	1702979	0.47	1615		84.55	SRS1993108	0	1702979	1702979	87819	31	31	11.38303315712307
SRS1993108_vamb_2264	82.95	93.1	0.04	82.95	Neural Network (Specific Model)	11	0.876	100572	364.87657058388766	1689559	0.56	1353		82.75	SRS1993108	200	1689359	1689559	100572	47	27	11.518629167886909
SRS1993108_vamb_3038	99.94	96.14	0.03	99.94	Neural Network (Specific Model)	11	0.89	224301	321.2503725782414	4353578	0.51	4026		99.78999999999999	SRS1993108	500	4353078	4353578	224301	86	36	12.320744178813118
SRS1993108_vamb_4375	81.05	80.0	0.0	81.05	Neural Network (Specific Model)	11	0.877	60506	347.8818624044476	1709855	0.59	1439		81.05	SRS1993108	140	1709715	1709855	60506	65	51	11.01049781265528
SRS1993108_vamb_641	99.99	100.0	0.08	99.99	Neural Network (Specific Model)	11	0.905	165879	304.6316598360656	1968363	0.35	1952		99.58999999999999	SRS1993108	230	1968133	1968363	165879	48	25	12.019013885887842
SRS1993108_vamb_743	65.32	63.86	1.88	65.32	Neural Network (Specific Model)	11	0.83	15201	230.14789603960395	1337829	0.38	1616		55.919999999999995	SRS1993108	21794	1316619	1337829	15201	2242	121	9.62911649414402
SRS1993116_vamb_114	96.17	89.88	0.58	96.17	Neural Network (Specific Model)	11	0.869	43562	284.87949143173023	1775947	0.38	1809		93.27	SRS1993116	2530	1773417	1775947	43562	313	60	10.681940489675172
SRS1993116_vamb_139	100.0	99.67	0.49	100.0	Neural Network (Specific Model)	11	0.844	159953	304.83111566018425	2115038	0.44	1954		97.55	SRS1993116	1300	2113738	2115038	159953	159	29	11.98263530106298
SRS1993116_vamb_1479	62.55	74.06	1.01	62.55	Neural Network (Specific Model)	11	0.877	47541	315.2908941079522	2612174	0.51	2427		57.5	SRS1993116	5500	2606674	2612174	47541	631	81	10.769347775610916
SRS1993116_vamb_160	90.91	92.26	1.69	90.91	Neural Network (Specific Model)	11	0.874	28296	284.61213991769546	1894051	0.42	1944	 Singleton species	82.46	SRS1993116	11379	1882951	1894051	28296	1216	106	10.250475730885316
SRS1993116_vamb_2112	99.99	100.0	0.03	99.99	Neural Network (Specific Model)	11	0.945	107188	303.50060606060606	1585028	0.31	1650		99.83999999999999	SRS1993116	2768	1582318	1585028	107188	296	25	11.582339581054548
SRS1993116_vamb_2633	63.04	49.48	0.18	63.04	Neural Network (Specific Model)	11	0.878	142068	307.42088854247856	1344927	0.4	1283		62.14	SRS1993116	610	1344317	1344927	142068	80	19	11.864061095199636
SRS1993122_vamb_1287	61.84	72.57	0.66	61.84	Neural Network (Specific Model)	11	0.867	76255	331.4051155115512	1387521	0.6	1212		58.540000000000006	SRS1993122	869	1386671	1387521	76255	105	20	11.241838266090284
SRS1993122_vamb_1441	77.59	85.84	0.0	77.59	Neural Network (Specific Model)	11	0.89	48806	316.4152334152334	3467511	0.51	3256		77.59	SRS1993122	1900	3465611	3467511	48806	277	87	10.795608535103078
SRS1993122_vamb_1448	79.48	77.07	0.09	79.48	Neural Network (Specific Model)	11	0.885	119208	311.0154711673699	1497041	0.4	1422		79.03	SRS1993122	1002	1496041	1497041	119208	125	25	11.688625145455296
SRS1993122_vamb_641	56.69	70.21	0.92	56.69	Gradient Boost (General Model)	11	0.851	6212	258.0047573739296	952092	0.36	1051	Completeness was re-calibrated based on Completeness model used in all genomes of the species.	52.089999999999996	SRS1993122	16353	936232	952092	6212	1759	173	8.734238184268579
SRS1993132_vamb_106	94.12	79.21	1.19	94.12	Neural Network (Specific Model)	11	0.862	20911	284.43343343343344	1972767	0.37	1998		88.17	SRS1993132	2835	1970017	1972767	20911	418	143	9.9480306152868
SRS1993132_vamb_1312	54.33	60.61	0.04	54.33	Neural Network (Specific Model)	11	0.895	18216	295.6913365259033	2269544	0.55	2297		54.129999999999995	SRS1993132	4754	2264894	2269544	18216	638	173	9.810055607743577
SRS1993132_vamb_1614	77.99	71.27	0.1	77.99	Neural Network (Specific Model)	11	0.867	29956	305.3506405933918	1564001	0.4	1483		77.49	SRS1993132	3400	1560601	1564001	29956	420	80	10.307484917369258
SRS1993132_vamb_245	100.0	100.0	0.1	100.0	Neural Network (Specific Model)	11	0.944	63805	298.8538942581012	1664238	0.34	1759	 Singleton species	99.5	SRS1993132	797	1663448	1664238	63805	134	55	11.063586836168076
SRS1993132_vamb_4798	92.41	98.06	0.82	92.41	Neural Network (Specific Model)	11	0.889	62763	326.5913660555884	1861187	0.38	1691		88.31	SRS1993132	379	1860817	1861187	62763	74	37	11.047121006851755
SRS1993132_vamb_602	69.04	69.64	1.06	69.04	Neural Network (Specific Model)	11	0.881	10222	298.83649635036494	1391835	0.42	1370		63.74000000000001	SRS1993132	4034	1387815	1391835	10222	579	177	9.232297539328226
SRS1993132_vamb_701	69.19	69.91	0.52	69.19	Neural Network (Specific Model)	11	0.906	12749	280.23029366306025	1196652	0.4	1294		66.59	SRS1993132	3135	1193542	1196652	12749	445	134	9.45320811613812
SRS1993134_vamb_126	77.76	90.68	0.28	77.76	Neural Network (Specific Model)	11	0.905	12291	308.7241379310345	1689174	0.32	1653		76.36	SRS1993134	1483	1687714	1689174	12291	336	190	9.41662256621498
SRS1993134_vamb_1324	86.31	89.7	1.12	86.31	Neural Network (Specific Model)	11	0.893	73515	318.3174534430489	2463867	0.42	2309		80.71000000000001	SRS1993134	230	2463637	2463867	73515	73	50	11.205244746011758
SRS1993134_vamb_1802	81.55	99.56	1.37	81.55	Neural Network (Specific Model)	11	0.903	62975	314.8586753731343	2239520	0.37	2144	 Singleton species	74.7	SRS1993134	130	2239390	2239520	62975	57	44	11.05049310122081
SRS1993134_vamb_2281	92.58	96.53	0.25	92.58	Neural Network (Specific Model)	11	0.858	128735	344.87549518958684	2128086	0.63	1767		91.33	SRS1993134	520	2127566	2128086	128735	82	30	11.765511306884395
SRS1993134_vamb_260	93.7	92.84	0.58	93.7	Neural Network (Specific Model)	11	0.866	70407	333.28706293706296	3296872	0.41	2860		90.8	SRS1993134	370	3296502	3296872	70407	97	60	11.1620479690213
SRS1993134_vamb_267	93.92	87.04	0.43	93.92	Neural Network (Specific Model)	11	0.909	60379	314.95056343147945	2853592	0.43	2751		91.77	SRS1993134	1611	2851992	2853592	60379	240	80	11.00839664134826
SRS1993134_vamb_274	92.38	91.64	0.87	92.38	Neural Network (Specific Model)	11	0.904	28714	300.0051993067591	2290623	0.33	2308	 Singleton species	88.03	SRS1993134	1030	2289593	2290623	28714	222	119	10.26514008768764
SRS1993134_vamb_278	81.07	81.07	1.61	84.92	Gradient Boost (General Model)	11	0.892	12361	281.901138952164	2075304	0.41	2195	 Singleton species	73.02	SRS1993134	3955	2071374	2075304	12361	630	237	9.422301633887823
SRS1993134_vamb_343	80.87	80.1	1.55	80.87	Neural Network (Specific Model)	11	0.89	16488	307.3542452830189	2190417	0.41	2120		73.12	SRS1993134	3378	2187057	2190417	16488	517	181	9.710388122570295
SRS1993134_vamb_644	98.68	100.0	0.42	98.68	Neural Network (Specific Model)	11	0.873	145983	343.8019241652518	2086036	0.6	1767	 Singleton species	96.58000000000001	SRS1993134	389	2085656	2086036	145983	62	24	11.891245455554838
SRS1993134_vamb_681	74.42	89.07	0.13	74.42	Neural Network (Specific Model)	11	0.867	17632	317.7433795712484	1741476	0.61	1586		73.77	SRS1993134	8600	1732876	1741476	17632	1010	150	9.777470711952642
